87.5136,49.8910,73.4340,31.5034,46.5955,23.0418,69.8893,46.0981,59.7804,48.4965,29.3053,47.0822,27.2591,37.4582,38.0282,79.2972,73.5084,68.8831,30.4457,75.4178,31.7492,62.4381,38.1893,51.7319,24.0918,60.4766,71.6622,23.4761,46.6230,25.4050,58.2330,21.6185,27.8342,24.3952,31.7702,44.5283,76.6778,62.9281,34.0577,23.3701,38.1564,29.5231,61.0118,33.6927,75.8761,39.5144,33.7156,61.5507,75.2643,36.1037,29.1934,28.3563,73.5362,59.7316,73.6105,62.4562,37.6120,31.1997,36.9772,60.4800,73.9223,37.1700,24.2358,32.7919,53.8802,56.6728,46.2395
90.4297,51.5113,76.3471,33.5861,48.1604,24.6295,72.7990,47.6700,61.8611,50.0298,31.3205,48.6286,28.9405,40.3697,40.9376,82.2161,76.4139,71.8044,32.4897,78.3292,33.7951,64.4492,41.0979,53.2848,26.0763,62.4971,74.5724,25.0254,48.2136,26.9942,60.2494,23.1705,29.4920,25.9536,33.7976,47.5699,79.5809,64.9429,36.0519,24.9543,41.0828,31.5641,63.0466,35.7592,78.7839,42.4831,36.6158,63.5751,77.2785,39.0555,30.7271,30.3795,76.4480,61.7366,76.5337,64.4668,40.5410,33.2075,39.8685,62.5033,76.8304,40.1071,25.7398,34.8024,55.4476,58.7056,47.8253
93.3445,53.1311,79.2586,35.6678,49.7249,26.2197,75.7095,49.2399,63.9414,51.5608,33.3338,50.1644,30.6410,43.2831,43.8465,85.1358,79.3189,74.7264,34.5361,81.2415,35.8410,66.4614,44.0047,54.8318,28.0619,64.5188,77.4823,26.5921,49.7986,28.5832,62.2661,24.7362,31.1491,27.5110,35.8215,50.6088,82.4838,66.9567,38.0502,26.5382,44.0172,33.6252,65.0805,37.8252,81.6927,45.4539,39.5117,65.5984,79.2946,42.0077,32.2731,32.4002,79.3604,63.7407,79.4572,66.4755,43.4653,35.2215,42.7672,64.5239,79.7389,43.0441,27.2454,36.8178,57.0136,60.7390,49.4162
96.2576,54.7500,82.1697,37.7526,51.2924,27.8082,78.6215,50.8107,66.0207,53.0936,35.3399,51.6981,32.3568,46.1947,46.7501,88.0570,82.2237,77.6503,36.5849,84.1559,37.8891,68.4736,46.9108,56.3775,30.0554,66.5410,80.3926,28.1818,51.3805,30.1742,64.2846,26.2950,32.8026,29.0737,37.8425,53.6469,85.3868,68.9693,40.0529,28.1250,46.9441,35.6886,67.1122,39.8961,84.6038,48.4178,42.4062,67.6202,81.3095,44.9591,33.8462,34.4177,82.2729,65.7431,82.3798,68.4824,46.3876,37.2325,45.6696,66.5420,82.6470,45.9764,28.7704,38.8370,58.5802,62.7724,51.0115
99.1685,56.3675,85.0808,39.8407,52.8636,29.4040,81.5340,52.3854,68.1033,54.6373,37.3456,53.2312,34.0895,49.1087,49.6532,90.9778,85.1299,80.5768,38.6312,87.0725,39.9380,70.4860,49.8208,57.9230,32.0553,68.5626,83.3036,29.7725,52.9654,31.7606,66.3041,27.8494,34.4576,30.6441,39.8629,56.6834,88.2901,70.9809,42.0614,29.7114,49.8729,37.7489,69.1425,41.9620,87.5177,51.3864,45.3012,69.6433,83.3217,47.9119,35.4301,36.4328,85.1872,67.7441,85.3009,70.4881,49.3120,39.2440,48.5719,68.5585,85.5551,48.9179,30.3224,40.8570,60.1476,64.8047,52.6101
102.0785,57.9851,87.9924,41.9311,54.4347,31.0031,84.4471,53.9641,70.1892,56.1898,39.3491,54.7694,35.8089,52.0228,52.5601,93.9006,88.0372,83.5044,40.6825,89.9914,41.9900,72.4976,52.7281,59.4656,34.0587,70.5820,86.2144,31.3599,54.5555,33.3541,68.3228,29.4074,36.1066,32.2142,41.8860,59.7180,91.1944,72.9916,44.0775,31.2945,52.7963,39.8110,71.1726,44.0217,90.4315,54.3541,48.1983,71.6695,85.3322,50.8674,37.0149,38.4408,88.1019,69.7455,88.2214,72.4930,52.2348,41.2524,51.4733,70.5739,88.4637,51.8633,31.8798,42.8795,61.7154,66.8354,54.2142
104.9883,59.6024,90.9039,44.0261,56.0031,32.6041,87.3613,55.5430,72.2755,57.7464,41.3585,56.3162,37.5266,54.9408,55.4683,96.8227,90.9447,86.4315,42.7296,92.9112,44.0395,74.5086,55.6357,61.0063,36.0671,72.5997,89.1252,32.9515,56.1512,34.9471,70.3405,30.9650,37.7503,33.7832,43.9105,62.7492,94.0995,75.0013,46.0895,32.8749,55.7247,41.8622,73.2028,46.0819,93.3448,57.3227,51.0959,73.6971,87.3419,53.8244,38.6025,40.4448,91.0183,71.7476,91.1411,74.4982,55.1620,43.2578,54.3741,72.5894,91.3720,54.8049,33.4588,44.9046,63.2847,68.8644,55.8184
107.8974,61.2197,93.8152,46.1296,57.5666,34.2107,90.2751,57.1203,74.3631,59.3067,43.3729,57.8661,39.2196,57.8615,58.3739,99.7408,93.8513,89.3574,44.7835,95.8301,46.0833,76.5217,58.5421,62.5512,38.0850,74.6160,92.0363,34.5384,57.7543,36.5390,72.3590,32.5274,39.3821,35.3475,45.9361,65.7766,97.0058,77.0102,48.1023,34.4528,58.6483,43.9023,75.2323,48.1405,96.2551,60.2822,53.9933,75.7243,89.3515,56.7840,40.1627,42.4486,93.9343,73.7506,94.0586,76.5045,58.0920,45.2578,57.2698,74.6062,94.2805,57.7524,35.0303,46.9270,64.8548,70.8912,57.4249
110.8062,62.8370,96.7277,48.2243,59.1210,35.8219,93.1875,58.6950,76.4533,60.8693,45.3992,59.4123,40.8931,60.7809,61.2836,102.6577,96.7547,92.2810,46.8341,98.7475,48.1240,78.5397,61.4506,64.1020,40.1048,76.6305,94.9469,36.0949,59.3612,38.1282,74.3784,34.0874,41.0072,36.9058,47.9620,68.7984,99.9106,79.0191,50.1134,36.0295,61.5812,45.9462,77.2605,50.1955,99.1635,63.2439,56.8901,77.7510,91.3626,59.7448,41.6810,44.4535,96.8503,75.7549,96.9739,78.5118,61.0219,47.2522,60.1557,76.6221,97.1893,60.7141,36.5956,48.9533,66.4245,72.9160,59.0359
113.7156,64.4532,99.6420,50.3110,60.6624,37.4362,96.0989,60.2650,78.5442,62.4301,47.4294,60.9552,42.5482,63.6993,64.1898,105.5742,99.6553,95.2013,48.8828,101.6623,50.1624,80.5635,64.3527,65.6527,42.1258,78.6428,97.8567,37.6610,60.9640,39.7335,76.4007,35.6541,42.6156,38.4595,49.9896,71.8161,102.8114,81.0283,52.1224,37.6084,64.5098,47.9903,79.2877,52.2487,102.0699,66.2013,59.7857,79.7774,93.3754,62.7051,43.1803,46.4623,99.7655,77.7603,99.8887,80.5205,63.9504,49.2390,63.0365,78.6358,100.0980,63.6652,38.1572,50.9799,67.9947,74.9393,60.6490
