-0.1320,-0.0540,-0.1500,-0.0911,-0.0370,0.2631,0.0780,-0.1980,-0.0380,-0.2340,-0.2046,-1.0670,1.9134,0.1831,-0.0432,0.0800,-0.0540,0.0610,0.2436,0.0870,0.0147,0.1090,-0.1674,-0.5820,0.0975,0.1230,-0.0340,1.7340,-0.5500,-0.0120,0.0320,1.3610,-0.0656,-0.0992,-0.3434,-0.2557,-0.0160,-0.0990,0.4132,-0.0249,0.8140,2.0114,-0.0760,-0.0437,0.1030,0.2196,-0.4313,-0.1100,0.1830,0.0378,1.2151,-0.2443,0.0560,-0.0960,0.0230,-0.1990,-0.4586,0.6154,0.7361,-0.2750,0.0400,-0.0100,0.1486,0.5037,-0.1480,0.0590,0.5110
-0.1320,-0.0540,-0.1500,-0.0911,-0.0370,0.2631,0.0780,-0.1980,-0.0380,-0.2340,-0.2046,-1.0670,1.9134,0.1831,-0.0432,0.0800,-0.0540,0.0610,0.2436,0.0870,0.0147,0.1090,-0.1674,-0.5820,0.0975,0.1230,-0.0340,1.7340,-0.5500,-0.0120,0.0320,1.3610,-0.0656,-0.0992,-0.3434,-0.2557,-0.0160,-0.0990,0.4132,-0.0249,0.8140,2.0114,-0.0760,-0.0437,0.1030,0.2196,-0.4313,-0.1100,0.1830,0.0378,1.2151,-0.2443,0.0560,-0.0960,0.0230,-0.1990,-0.4586,0.6154,0.7361,-0.2750,0.0400,-0.0100,0.1486,0.5037,-0.1480,0.0590,0.5110
-0.1730,-0.0920,-0.0420,0.3091,0.3050,-0.1783,0.1470,0.0950,-0.0980,0.1820,-0.7111,-0.2060,1.5334,-0.1798,-0.5346,0.1450,-0.0150,0.2050,0.2472,0.2090,0.2118,-0.0050,-0.0756,-0.1330,0.7980,0.0450,0.0400,2.2992,-0.3160,0.1987,0.1730,-0.6897,-0.3729,0.5257,-0.2848,-0.0882,0.0080,-0.1160,0.4369,0.2820,-0.7627,0.2342,-0.2280,0.4844,0.2300,-0.6983,-0.1403,-0.1400,-0.1080,-0.0776,2.7270,-0.3247,0.0010,-0.1680,-0.1000,-0.1700,-0.2036,-0.3018,0.3763,-0.2420,-0.0400,-0.4689,1.9509,0.3670,0.0670,0.0070,0.4340
-0.2140,-0.1300,-0.0020,0.3288,0.3590,0.7305,0.0540,0.3880,0.3220,1.0820,-0.0437,-0.0600,1.6922,0.2417,-0.0433,-0.0340,0.1410,0.2530,-0.2521,0.2300,0.0866,0.0270,0.3884,-0.0150,0.6417,-0.0580,0.0750,0.1003,0.3020,-0.4601,0.1120,-0.4336,0.1625,0.7722,-0.0646,-0.1699,0.0340,-0.1010,0.5788,-0.0402,0.2042,-0.3173,-0.1390,-0.4934,0.2790,0.4686,0.0514,0.1200,-0.2820,0.1421,1.0702,-0.2343,0.1900,-0.1460,-0.1350,-0.1260,0.2064,0.0528,-0.0092,-0.1560,0.0020,0.9189,2.6912,0.0933,0.0720,-0.1220,0.3340
-0.0840,-0.0000,0.0520,0.2337,0.0060,0.3293,0.0640,0.4080,0.3320,0.8870,-0.2163,0.5080,-1.3353,0.0137,0.3720,0.2020,0.1030,0.1070,0.4880,0.2240,0.3047,-0.0850,-0.2687,-0.2900,0.3462,-0.2190,-0.0240,-0.3215,0.5220,0.7112,-0.0890,0.3532,-0.6087,-0.0381,0.2725,-0.1716,0.0980,-0.0950,0.7573,-0.3259,-0.5547,0.1856,-0.0220,-0.6276,-0.0020,-0.0924,0.2115,0.3210,-0.1630,0.2666,0.0884,-0.7093,0.0380,0.0480,-0.0650,-0.0760,-0.1492,-0.3115,-0.0993,-0.1160,0.0440,0.3957,0.5488,0.2366,0.0460,-0.1540,0.5420
-0.0280,-0.0320,-0.0060,0.4508,-0.2800,0.1958,0.1020,0.0050,0.0440,0.4060,0.5942,0.8560,-0.1729,0.3776,0.1376,-0.0750,0.0230,-0.0500,-0.4079,0.0890,-0.2548,-0.0560,0.0358,-0.2020,0.4940,-0.1740,0.0040,0.4107,0.5540,-0.0587,-0.1020,-0.0374,-0.5310,-0.1001,0.1390,-0.3531,0.0870,-0.0980,-0.4055,-0.2693,0.5064,-1.0907,0.0060,0.0543,-0.0600,0.0956,0.0505,0.1270,-0.0830,0.1515,0.2806,-0.4016,0.1680,0.0710,-0.0850,0.0260,0.4318,-0.3065,-0.0530,0.0050,-0.0280,-0.3843,2.1586,0.2692,0.1540,-0.1670,0.0140
-0.0700,0.0090,-0.0220,0.8613,-0.4960,0.5506,-0.0320,-0.1470,0.1320,0.3740,0.4924,0.3150,-2.4641,0.2853,-0.2616,-0.3940,-0.0880,-0.1210,0.6760,-0.0960,-0.5587,0.2110,-0.1267,0.4320,0.9569,-0.1290,0.0290,-0.4670,0.7500,-0.0996,0.0880,0.4886,-1.1823,-0.4755,0.1043,-0.3752,0.1080,-0.0750,0.0811,-0.2531,-0.4782,-1.1138,-0.0620,-0.1583,-0.3020,-0.9130,-0.0219,-0.0290,-0.0050,0.2597,-2.7340,-0.0212,-0.0320,0.0850,-0.2140,0.1110,0.2756,-0.5271,-0.5174,0.1390,0.0290,0.5806,-0.7505,-0.2736,0.0780,-0.2250,0.2320
-0.0320,-0.0030,0.1140,-0.8863,-0.9000,0.4724,-0.1480,-0.2620,0.2560,0.2240,1.1908,-0.3670,-1.9545,-0.1416,0.4062,-0.1210,-0.3130,-0.2290,-0.3314,-0.1370,-0.3198,0.4780,0.2139,0.5850,0.1980,-0.1870,-0.0480,-3.0344,0.3670,-0.2771,0.0860,-0.2530,-0.6689,-0.5911,0.0360,-0.5642,-0.1460,-0.0050,-0.1657,-0.1184,0.9279,0.3837,-0.1300,-0.3570,-0.1820,0.2228,-0.0676,-0.0500,0.1430,0.1218,-4.1956,0.1064,-0.0060,0.1240,-0.2180,0.1000,-0.0044,-0.5725,-0.9680,-0.0900,0.0160,1.4287,-0.6201,0.3935,-0.0420,-0.1940,0.4500
0.0670,-0.1080,0.1870,-0.8033,-1.3040,0.2968,-0.1020,-0.4810,0.0740,-0.1800,0.3923,-0.3340,-1.8394,-0.0937,-0.3495,-0.0480,-0.2890,-0.3230,-0.1823,-0.2680,-0.2222,0.5920,-0.6388,-0.0030,0.1059,-0.2270,-0.0880,0.9501,-0.4000,1.6175,0.2860,0.6717,-1.6779,-0.4700,0.1644,-0.4012,-0.4000,0.0330,-0.2233,0.2198,-0.4248,0.0136,-0.1030,-0.1863,-0.2020,-0.4258,-0.1136,-0.0360,0.1740,-0.0548,-1.9004,0.3933,-0.0800,0.1240,-0.0530,0.1380,-0.1392,-0.7555,-0.5192,-0.2300,-0.0020,-1.0555,-0.3729,0.0234,0.0480,-0.1480,0.2120
0.0300,-0.3520,0.1620,-0.5292,-1.2130,0.0271,-0.0430,-0.3340,0.0870,-0.2220,0.3215,-0.0120,0.7599,0.0779,-0.1824,-0.2080,-0.0710,-0.2230,0.1178,-0.1510,-1.0714,0.7060,0.0673,-0.1980,0.3260,-0.2090,0.0180,0.2229,-0.3740,-0.8609,0.1200,-0.6729,-1.0030,-0.0112,-0.2109,-0.4078,-0.1370,0.0040,-0.0643,-0.2929,0.5637,-0.6416,-0.1040,0.0224,0.3220,-0.2005,-0.2403,0.0370,0.0300,-0.0208,0.2366,0.5389,-0.1380,0.0760,0.0070,0.1700,-0.2873,0.0620,-0.1850,-0.3700,-0.0140,0.2490,0.7429,0.1962,0.1370,0.0310,-0.3420
