20.1231,30.4344,19.7184,19.6407,20.3515,24.0244,30.9977,20.0122,29.6179,20.6683,30.2792,28.9103,28.7386,29.7200,18.9673,29.3354,29.2235,20.1778,21.4536,21.7435,29.4309,28.9336,29.6000,30.7439,21.3133,19.3977,20.0472,20.0370,19.4350,29.6706,20.4172,20.5303,29.7751,30.4133,29.1906,29.7244,20.9664,29.4945,29.2127,31.1188,20.7322,28.9336,20.2099,21.8415,22.1344
20.1354,30.4017,19.7228,19.6759,20.3444,23.9436,30.9443,20.0265,29.6301,20.6355,30.2573,28.9032,28.7778,29.8233,18.9610,29.3356,29.2062,20.2170,21.4584,21.7519,29.4480,28.8985,29.6119,30.7483,21.3679,19.3524,20.0388,20.0220,19.4297,29.6675,20.3803,20.4979,29.7537,30.4441,29.2018,29.7240,20.9298,29.5037,29.2459,31.1070,20.7367,28.8985,20.2062,21.8089,22.1545
20.1476,30.4344,19.7248,19.7121,20.3715,23.8050,30.8784,20.0246,29.6296,20.6237,30.1863,28.9033,28.8690,29.8272,18.9104,29.3119,29.2197,20.2566,21.4957,21.7370,29.4126,28.8221,29.5960,30.7574,21.4021,19.2888,20.0437,20.0218,19.4303,29.5795,20.3536,20.4505,29.6688,30.4828,29.1913,29.7479,20.8938,29.5061,29.2739,31.0947,20.7691,28.8221,20.2012,21.8056,22.1598
20.1608,30.4499,19.7380,19.7506,20.3891,23.7076,30.8004,20.0186,29.5948,20.6156,30.1664,28.9290,28.9412,29.7958,18.8974,29.2590,29.2512,20.2575,21.5260,21.7156,29.3485,28.8035,29.5476,30.7124,21.3956,19.2680,20.0545,20.0050,19.4224,29.5037,20.3734,20.4374,29.6719,30.4590,29.1708,29.8296,20.8840,29.4662,29.2501,31.0919,20.7626,28.8035,20.2014,21.8297,22.1442
20.1577,30.4785,19.7944,19.8370,20.3815,23.6165,30.7835,20.0209,29.5947,20.6024,30.1423,28.9526,28.9928,29.7857,18.9230,29.2071,29.2569,20.2401,21.5150,21.7273,29.3161,28.7931,29.5639,30.6612,21.3210,19.2292,20.0494,20.0105,19.4142,29.5061,20.4165,20.4356,29.7364,30.4324,29.1475,29.8608,20.8793,29.4387,29.2394,31.1154,20.7477,28.7931,20.1652,21.8154,22.1226
20.1558,30.5101,19.7810,19.9120,20.3743,23.5372,30.8251,19.9851,29.6189,20.6445,30.0471,28.9567,29.0654,29.8627,18.8776,29.1618,29.2793,20.2377,21.5166,21.7403,29.3062,28.7915,29.6692,30.6499,21.2449,19.1744,20.0131,20.0345,19.4123,29.4662,20.4516,20.4331,29.8034,30.4658,29.0943,29.8405,20.8399,29.5015,29.1785,31.1051,20.8074,28.7915,20.1313,21.7983,22.1281
20.1632,30.4806,19.7611,19.9443,20.3693,23.4949,30.8106,19.9530,29.6256,20.6923,30.0007,28.9443,29.1427,29.9006,18.8307,29.1334,29.3147,20.2282,21.4961,21.7127,29.2895,28.8086,29.7497,30.6107,21.1231,19.1491,20.0048,20.0226,19.4007,29.4387,20.4917,20.4453,29.8436,30.4583,29.0753,29.8225,20.7824,29.5869,29.1353,31.0473,20.8446,28.8086,20.1073,21.8039,22.1301
20.1669,30.5053,19.8110,19.9674,20.3488,23.4931,30.7685,19.9523,29.6254,20.6772,29.9794,28.9435,29.1559,29.8190,18.8084,29.1104,29.3060,20.1991,21.4409,21.6966,29.3002,28.8252,29.7660,30.5597,21.0250,19.1313,20.0288,20.0289,19.4090,29.5015,20.5246,20.4615,29.8662,30.4138,29.0913,29.8117,20.7347,29.6359,29.1342,31.0233,20.8725,28.8252,20.0734,21.8379,22.1391
20.1589,30.5476,19.8636,19.9981,20.3213,23.4769,30.8176,19.9512,29.5937,20.6544,29.9537,28.9365,29.1357,29.8299,18.7820,29.0962,29.2738,20.1893,21.4205,21.6966,29.2984,28.8334,29.8251,30.5770,21.0386,19.0888,20.0221,20.0652,19.4170,29.5869,20.5397,20.4457,29.8875,30.4431,29.0931,29.7910,20.6848,29.6793,29.1315,31.0220,20.8971,28.8334,20.0484,21.8517,22.1495
20.1607,30.5577,19.8911,19.9964,20.2809,23.3843,30.8184,19.9428,29.5590,20.6471,29.9373,28.9071,29.1559,29.8435,18.7444,29.1065,29.2625,20.2178,21.4205,21.6751,29.2459,28.8047,29.8753,30.5951,21.0900,19.0775,19.9967,20.0733,19.3903,29.6359,20.5211,20.4121,29.8970,30.4705,29.1163,29.7510,20.6403,29.6981,29.1445,31.0036,20.8864,28.8047,20.0109,21.8369,22.1246
20.1883,30.5573,19.9652,20.0093,20.2685,23.3326,30.7113,19.9545,29.5364,20.6124,29.9084,28.8820,29.1899,29.8376,18.7324,29.1100,29.2413,20.2444,21.3726,21.6590,29.2199,28.7960,29.8134,30.5704,21.1600,19.0344,20.0322,20.0497,19.3797,29.6793,20.5112,20.3880,29.9567,30.4401,29.1567,29.7561,20.6133,29.6989,29.1953,30.9722,20.8612,28.7960,20.0024,21.8144,22.1164
20.2012,30.5755,20.0373,20.0137,20.2893,23.3428,30.6714,19.9769,29.5214,20.5928,29.9148,28.8917,29.2320,29.7939,18.7306,29.0892,29.2156,20.2375,21.3209,21.7075,29.2095,28.8383,29.7457,30.5778,21.2345,18.9766,20.0343,20.0608,19.3938,29.6981,20.5046,20.3925,29.9818,30.4402,29.1832,29.8092,20.6056,29.6990,29.2285,30.9886,20.8714,28.8383,20.0063,21.7909,22.1548
20.2119,30.6194,19.9997,20.0396,20.3080,23.2613,30.6624,19.9838,29.5254,20.6186,29.9048,28.9077,29.3010,29.7791,18.7178,29.0807,29.2035,20.2632,21.2923,21.7619,29.1730,28.8774,29.7335,30.5663,21.3307,18.9738,20.0019,20.0450,19.3666,29.6989,20.5000,20.4232,29.9911,30.4683,29.2053,29.8384,20.5947,29.7271,29.2650,30.9853,20.8598,28.8774,19.9818,21.7561,22.1427
20.2436,30.6283,19.9929,20.0529,20.3474,23.1664,30.6473,19.9821,29.5519,20.6186,29.8225,28.8877,29.2568,29.7829,18.6718,29.0684,29.2077,20.3228,21.2405,21.7678,29.1543,28.9092,29.6837,30.5136,21.2947,18.9573,20.0249,20.0212,19.3398,29.6990,20.5423,20.4395,30.0078,30.4310,29.1792,29.8378,20.5740,29.7768,29.3144,30.9435,20.8682,28.9092,19.9591,21.7336,22.1229
20.2556,30.6284,20.0514,20.0515,20.3715,23.1829,30.6113,20.0035,29.5633,20.6278,29.7405,28.8726,29.1526,29.7664,18.6587,29.0253,29.2126,20.3288,21.1885,21.7665,29.1372,28.9040,29.5878,30.4874,21.2720,18.8993,20.0316,20.0272,19.3642,29.7271,20.5839,20.4480,30.0048,30.3978,29.1438,29.8615,20.5446,29.8703,29.3022,30.9513,20.8742,28.9040,19.9409,21.7161,22.1207
20.2373,30.5675,20.0605,20.0614,20.3525,23.1703,30.6127,19.9920,29.5505,20.6630,29.6984,28.8648,29.1454,29.7618,18.6392,28.9901,29.2094,20.3044,21.1741,21.7328,29.0773,28.8151,29.5458,30.4823,21.2840,18.8844,20.0233,20.0298,19.3752,29.7768,20.6457,20.4749,29.9708,30.4080,29.1475,29.8773,20.5250,29.9616,29.2931,30.9888,20.8501,28.8151,19.8589,21.6911,22.0589
20.2397,30.5985,20.0718,20.1252,20.3195,23.0702,30.6196,19.9553,29.5403,20.6449,29.6953,28.8246,29.1311,29.7463,18.6050,28.9932,29.2281,20.2917,21.1378,21.7215,29.0375,28.7478,29.5639,30.4116,21.3110,18.9039,20.0380,20.0332,19.3408,29.8703,20.7124,20.4655,29.9951,30.3860,29.1429,29.8616,20.4894,29.9281,29.2700,30.9883,20.8914,28.7478,19.7876,21.6995,21.9898
20.2358,30.6562,20.1283,20.2012,20.2977,23.0516,30.6022,19.9518,29.5422,20.6496,29.7057,28.7612,29.1130,29.7053,18.6237,28.9918,29.2757,20.2946,21.1092,21.6744,29.0773,28.7034,29.5466,30.3839,21.3011,18.8517,20.0240,20.0168,19.3290,29.9616,20.7223,20.4246,29.9898,30.3482,29.1058,29.8369,20.4391,29.8946,29.2988,30.9813,20.8972,28.7034,19.7735,21.7411,21.9746
20.2349,30.6471,20.1116,20.1973,20.2970,23.0316,30.5752,20.2588,29.5538,20.7047,29.7029,28.7088,29.2106,29.6941,18.6490,28.9739,29.3127,20.2650,21.1076,21.6170,29.1825,28.6741,29.6260,30.3849,21.2600,18.7795,20.0077,19.9837,19.3201,29.9281,20.6849,20.4110,29.9730,30.2901,29.1278,29.8513,20.4018,29.8761,29.3165,30.9942,20.8725,28.6741,19.7398,21.7164,21.9558
20.2357,30.6934,20.0890,20.2174,20.2959,22.9387,30.5567,20.2256,29.5490,20.7203,29.7642,28.6711,29.2985,29.6721,18.6262,28.9937,29.3503,20.2268,21.0728,21.6154,29.2853,28.7114,29.7059,30.3860,21.2523,18.7566,20.0534,19.9646,19.2978,29.8946,20.6528,20.4193,30.0108,30.2450,29.1446,29.8971,20.3450,29.7988,29.3208,30.9775,20.8775,28.7114,19.7072,21.6979,21.9145
20.2340,30.7827,20.1052,20.1898,20.2879,22.8584,30.5145,19.9168,29.5453,20.7213,29.7801,28.6512,29.2751,29.6246,18.6114,29.0067,29.4121,20.2799,21.0633,21.6123,29.3388,28.7689,29.6876,30.4052,21.2199,18.7360,20.0481,19.9592,19.2874,29.8761,20.6181,20.4155,30.0119,30.1919,29.1211,29.9003,20.2942,29.7520,29.3393,30.9561,20.8772,28.7689,19.7378,21.7507,21.8848
