35.0976,48.0185,39.6728,35.8833,67.2857,46.6200,45.6887,57.7362,77.2861,68.2721,85.9538,79.6950,49.0160,87.1657,52.3147,79.3841,95.3383,36.5913,67.5516,77.6602,79.9772,34.9861,99.0314,42.1460,39.5953,24.6789,30.0535,70.1139,48.5081,98.4868,66.2649,75.4537,52.6447,42.2392,70.8020,90.3129,65.8771,98.3527,45.8908,49.4952,36.4277,34.9861,64.7797,38.2743,35.1219
37.1272,50.9905,41.6765,37.9250,69.2810,48.6731,48.6318,59.7708,80.2072,70.2911,88.8668,82.5894,51.9383,90.0577,54.2105,82.2400,98.2500,38.6264,69.5938,79.7069,82.8895,37.9051,101.9461,45.1078,41.6622,26.5756,32.0547,72.0558,50.5163,101.4075,68.2936,77.4658,55.6047,45.1727,73.7072,93.2342,67.8922,101.2745,48.8079,52.4856,38.4754,37.9051,66.7468,40.3538,37.2186
39.1559,53.9832,43.6772,39.9594,71.2777,50.7196,51.5783,61.8074,83.1290,72.3111,91.7806,85.4840,54.8572,92.9492,56.1085,85.0960,101.1608,40.6602,71.6349,81.7514,85.8028,40.8264,104.8614,48.0720,43.7224,28.4711,34.0588,73.9975,52.5258,104.3297,70.3217,79.4754,58.5671,48.1063,76.6092,96.1538,69.9046,104.1933,51.7196,55.4773,40.5209,40.8264,68.7133,42.4213,39.3079
41.1867,56.9559,45.6809,41.9958,73.2754,52.7632,54.5143,63.8447,86.0519,74.3315,94.6964,88.3770,57.7822,95.8405,58.0127,87.9533,104.0750,42.7007,73.6744,83.7971,88.7183,43.7434,107.7769,51.0337,45.7869,30.3577,36.0596,75.9389,54.5340,107.2516,72.3486,81.4822,61.5240,51.0351,79.5106,99.0730,71.9151,107.1089,54.6370,58.4689,42.5686,43.7434,70.6789,44.4870,41.3973
43.2199,59.9423,47.6782,44.0341,75.2730,54.8071,57.4480,65.8834,88.9763,76.3511,97.6155,91.2660,60.7074,98.7324,59.9236,90.8134,106.9917,44.7380,75.7149,85.8402,91.6341,46.6606,110.6969,53.9910,47.8455,32.2506,38.0625,77.8818,56.5425,110.1704,74.3739,83.4865,64.4766,53.9581,82.4113,101.9897,73.9237,110.0260,57.5508,61.4627,44.6135,46.6606,72.6437,46.5511,43.4847
45.2501,62.9131,49.6830,46.0791,77.2710,56.8503,60.3775,67.9213,91.9006,78.3726,100.5360,94.1526,63.6336,101.6229,61.8401,93.6749,109.9080,46.7770,77.7527,87.8807,94.5532,49.5729,113.6154,56.9527,49.9074,34.1423,40.0638,79.8254,58.5522,113.0859,76.3976,85.4886,67.4367,56.8765,85.3111,104.9051,75.9300,112.9396,60.4733,64.4568,46.6532,49.5729,74.6093,48.6175,45.5732
47.2782,65.9149,51.6851,48.1244,79.2688,58.8937,63.3092,69.9597,94.8244,80.3945,103.4570,97.0369,66.5633,104.5134,63.7620,96.5362,112.8265,48.8128,79.7904,89.9203,97.4777,52.4795,116.5347,59.9148,51.9744,36.0261,42.0596,81.7697,60.5602,116.0031,78.4204,87.4898,70.4105,59.7904,88.2100,107.8210,77.9326,115.8527,63.3927,67.4526,48.6999,52.4795,76.5767,50.6731,47.6527
49.3061,68.8932,53.6875,50.1774,81.2651,60.9393,66.2354,71.9968,97.7473,82.4166,106.3767,99.9194,69.4966,107.4042,65.6936,99.3973,115.7485,50.8509,81.8288,91.9588,100.4054,55.3880,119.4546,62.8778,54.0458,37.9084,44.0544,83.7139,62.5682,118.9167,80.4443,89.4912,73.3867,62.7032,91.1118,110.7338,79.9335,118.7683,66.3201,70.4468,50.7464,55.3880,78.5431,52.7376,49.7297
51.3318,71.8787,55.6909,52.2293,83.2595,62.9860,69.1692,74.0347,100.6672,84.4394,109.2942,102.8012,72.4245,110.2950,67.6310,102.2584,118.6711,52.8826,83.8648,93.9934,103.3348,58.2977,122.3751,65.8399,56.1099,39.7878,46.0500,85.6592,64.5781,121.8297,82.4708,91.4924,76.3637,65.6125,94.0133,113.6446,81.9313,121.6865,69.2415,73.4404,52.7889,58.2977,80.5072,54.7938,51.7996
53.3526,74.8592,57.7005,54.2854,85.2544,65.0285,72.0951,76.0727,103.5846,86.4629,112.2054,105.6819,75.3513,113.1866,69.5739,105.1182,121.5960,54.9151,85.8975,96.0266,106.2653,61.2066,125.2950,68.7965,58.1767,41.6648,48.0447,87.6038,66.5876,124.7453,84.5015,93.4938,79.3517,68.5224,96.9148,116.5521,83.9273,124.6003,72.1579,76.4309,54.8365,61.2066,82.4706,56.8519,53.8666
