47.0995,0.0000,40.3834,0.0000,42.2392,0.0000,34.9861,0.0000,54.0562,0.0000,49.0160,0.0000,45.8908,0.0000,52.6447,0.0000,34.9861,0.0000,54.0998,0.0000,48.7830,0.0000,48.9031,0.0000,49.4952,0.0000,42.1460,0.0000,48.0185,0.0000,45.6887,0.0000,46.6200,0.0000,36.5913,0.0000,36.4277,0.0000,40.3560,0.0000,30.0535,0.0000,39.6728,0.0000,35.0976,0.0000,41.4188,0.0000,33.6451,0.0000,38.2743,0.0000,35.7870,0.0000,24.6789,0.0000,35.1219,0.0000,28.0911,0.0000,35.8833,0.0000,39.5953,0.0000
50.0687,2.9693,43.2744,2.9423,45.1727,3.0413,37.9051,2.8934,57.0057,2.9900,51.9383,2.8739,48.8079,2.9213,55.6047,2.9775,37.9051,2.8934,57.0668,2.9826,51.7554,3.1177,51.9310,3.1664,52.4856,3.1119,45.1078,3.0744,50.9905,3.0434,48.6318,3.0998,48.6731,2.4024,38.6264,2.0178,38.4754,2.0732,42.4244,2.0720,32.0547,2.0047,41.6765,1.9718,37.1272,2.0123,43.5931,2.1716,35.6661,2.0044,40.3538,2.1842,37.9323,2.1816,26.5756,1.9398,37.2186,2.2134,30.0346,1.9325,37.9250,1.9641,41.6622,2.1313
53.0423,5.9435,46.1640,5.8821,48.1063,6.0888,40.8264,5.7797,59.9570,5.9805,54.8572,5.7556,51.7196,5.8492,58.5671,5.9507,40.8264,5.7797,60.0333,5.9770,54.7278,6.2369,54.9545,6.3392,55.4773,6.2214,48.0720,6.1497,53.9832,6.0803,51.5783,6.1889,50.7196,4.7887,40.6602,4.0434,40.5209,4.1473,44.4950,4.1477,34.0588,4.0078,43.6772,3.9446,39.1559,4.0271,45.7692,4.3526,37.6864,4.0031,42.4213,4.3618,40.0786,4.3659,28.4711,3.8705,39.3079,4.4309,31.9771,3.8677,39.9594,3.9352,43.7224,4.2736
56.0083,8.9300,49.0551,8.8268,51.0351,9.1379,43.7434,8.6578,62.9069,8.9731,57.7822,8.6477,54.6370,8.7761,61.5240,8.9113,43.7434,8.6578,62.9827,8.9671,57.7050,9.3524,57.9682,9.5098,58.4689,9.3308,51.0337,9.2259,56.9559,9.1303,54.5143,9.2754,52.7632,7.1634,42.7007,6.0691,42.5686,6.2270,46.5708,6.2256,36.0596,6.0134,45.6809,5.9168,41.1867,6.0418,47.9406,6.5361,39.7063,6.0011,44.4870,6.5453,42.2315,6.5503,30.3577,5.7975,41.3973,6.6454,33.9207,5.7956,41.9958,5.9065,45.7869,6.4118
58.9778,11.9098,51.9498,11.7662,53.9581,12.1806,46.6606,11.5404,65.8502,11.9578,60.7074,11.5438,57.5508,11.6992,64.4766,11.8851,46.6606,11.5404,65.9340,11.9575,60.6937,12.4685,60.9878,12.6790,61.4627,12.4398,53.9910,12.2921,59.9423,12.1703,57.4480,12.3489,54.8071,9.5302,44.7380,8.0949,44.6135,8.2998,48.6473,8.3047,38.0625,8.0187,47.6782,7.8921,43.2199,8.0592,50.1123,8.7224,41.7266,7.9984,46.5511,8.7277,44.3839,8.7357,32.2506,7.7241,43.4847,8.8597,35.8615,7.7264,44.0341,7.8853,47.8455,8.5527
61.9417,14.8849,54.8456,14.7081,56.8765,15.2244,49.5729,14.4164,68.7947,14.9485,63.6336,14.4462,60.4733,14.6239,67.4367,14.8585,49.5729,14.4164,68.8839,14.9502,63.6772,15.5849,63.9967,15.8515,64.4568,15.5539,56.9527,15.3581,62.9131,15.2260,60.3775,15.4321,56.8503,11.8867,46.7770,10.1171,46.6532,10.3766,50.7185,10.3929,40.0638,10.0233,49.6830,9.8757,45.2501,10.0734,52.2860,10.9161,43.7394,9.9983,48.6175,10.9084,46.5344,10.9222,34.1423,9.6434,45.5732,11.0699,37.8035,9.6585,46.0791,9.8739,49.9074,10.6760
64.9073,17.8636,57.7411,17.6500,59.7904,18.2738,52.4795,17.2987,71.7505,17.9360,66.5633,17.3569,63.3927,17.5349,70.4105,17.8458,52.4795,17.2987,71.8272,17.9348,66.6618,18.7001,66.9972,19.0225,67.4526,18.6608,59.9148,18.4221,65.9149,18.2723,63.3092,18.5140,58.8937,14.2377,48.8128,12.1424,48.6999,12.4613,52.7835,12.4722,42.0596,12.0213,51.6851,11.8483,47.2782,12.0904,54.4603,13.1160,45.7529,11.9899,50.6731,13.0874,48.6872,13.1087,36.0261,11.5590,47.6527,13.2854,39.7440,11.5913,48.1244,11.8677,51.9744,12.8017
67.8735,20.8256,60.6344,20.5964,62.7032,21.3160,55.3880,20.1781,74.7120,20.9155,69.4966,20.2748,66.3201,20.4510,73.3867,20.8273,55.3880,20.1781,74.7717,20.9255,69.6417,21.8108,69.9968,22.1835,70.4468,21.7634,62.8778,21.4803,68.8932,21.3222,66.2354,21.5943,60.9393,16.5857,50.8509,14.1627,50.7464,14.5455,54.8493,14.5544,44.0544,14.0243,53.6875,13.8279,49.3061,14.1060,56.6286,15.3174,47.7608,13.9881,52.7376,15.2691,50.8337,15.2982,37.9084,13.4732,49.7297,15.4960,41.6837,13.5174,50.1774,13.8628,54.0458,14.9006
70.8340,23.7798,63.5298,23.5328,65.6125,24.3565,58.2977,23.0637,77.6777,23.9040,72.4245,23.1881,69.2415,23.3617,76.3637,23.8191,58.2977,23.0637,77.7275,23.9131,72.6241,24.9226,72.9931,25.3444,73.4404,24.8655,65.8399,24.5341,71.8787,24.3734,69.1692,24.6677,62.9860,18.9363,52.8826,16.1823,52.7889,16.6358,56.9010,16.6380,46.0500,16.0270,55.6909,15.8105,51.3318,16.1238,58.7997,17.5229,49.7676,15.9846,54.7938,17.4550,52.9754,17.4912,39.7878,15.3852,51.7996,17.7132,43.6258,15.4486,52.2293,15.8612,56.1099,17.0067
73.7959,26.7398,66.4217,26.4688,68.5224,27.4046,61.2066,25.9448,80.6479,26.9027,75.3513,26.1019,72.1579,26.2773,79.3517,26.8048,61.2066,25.9448,80.6891,26.8926,75.5999,28.0331,75.9876,28.5078,76.4309,27.9678,68.7965,27.5957,74.8592,27.4317,72.0951,27.7578,65.0285,21.2811,54.9151,18.2006,54.8365,18.7249,58.9579,18.7281,48.0447,18.0287,57.7005,17.8006,53.3526,18.1378,60.9679,19.7320,51.7705,17.9765,56.8519,19.6395,55.1178,19.6864,41.6648,17.2910,53.8666,19.9259,45.5671,17.3787,54.2854,17.8624,58.1767,19.1083
76.7521,29.7048,69.3113,29.4023,71.4338,30.4506,64.1210,28.8247,83.6173,29.8930,78.2770,29.0193,75.0785,29.1906,82.3388,29.7985,64.1210,28.8247,83.6547,29.8810,78.5743,31.1376,78.9806,31.6655,79.4217,31.0662,71.7517,30.6531,77.8474,30.4849,75.0184,30.8314,67.0684,23.6132,56.9388,20.2258,56.8876,20.8131,61.0112,20.8150,50.0386,20.0264,59.7055,19.7888,55.3771,20.1559,63.1347,21.9398,53.7698,19.9653,58.9067,21.8223,57.2595,21.8890,43.5367,19.2007,55.9277,22.1381,47.5039,19.3124,56.3335,19.8605,60.2393,21.2247
79.7107,32.6682,72.1981,32.3323,74.3444,33.4926,67.0379,31.7040,86.5877,32.8842,81.1996,31.9399,77.9980,32.1164,85.3144,32.7961,67.0379,31.7040,86.6249,32.8798,81.5511,34.2421,81.9693,34.8201,82.4122,34.1622,74.7038,33.7097,80.8267,33.5431,77.9391,33.9000,69.1061,25.9476,58.9688,22.2495,58.9287,22.8971,63.0848,22.9074,52.0356,22.0352,61.7105,21.7937,57.4018,22.1755,65.2997,24.1485,55.7710,21.9531,60.9581,24.0023,59.3923,24.0975,45.4113,21.0978,57.9893,24.3491,49.4430,21.2444,58.3876,21.8643,62.2992,23.3403
82.6583,35.6415,75.0896,35.2526,77.2517,36.5387,69.9576,34.5923,89.5571,35.8865,84.1201,34.8656,80.9172,35.0363,88.2879,35.7948,69.9576,34.5923,89.5944,35.8700,84.5362,37.3446,84.9635,37.9809,85.3955,37.2639,77.6559,36.7686,83.8061,36.6000,80.8603,36.9656,71.1469,28.2817,60.9966,24.2733,60.9778,24.9874,65.1436,25.0020,54.0339,24.0332,63.7177,23.7962,59.4232,24.1962,67.4762,26.3565,57.7710,23.9418,63.0112,26.1805,61.5236,26.3062,47.2828,22.9960,60.0488,26.5691,51.3826,23.1757,60.4345,23.8632,64.3579,25.4716
85.6090,38.6280,77.9797,38.1746,80.1606,39.5863,72.8790,37.4795,92.5331,38.8743,87.0403,37.8001,83.8342,37.9694,91.2611,38.7943,72.8790,37.4795,92.5647,38.8613,87.5188,40.4458,87.9502,41.1391,88.3823,40.3593,80.6089,39.8230,86.7825,39.6670,83.7736,40.0325,73.1907,30.5999,63.0304,26.3021,63.0225,27.0691,67.2143,27.0987,56.0323,26.0356,65.7194,25.7936,61.4449,26.2178,69.6521,28.5683,59.7673,25.9294,65.0688,28.3536,63.6508,28.5171,49.1549,24.8926,62.1082,28.7777,53.3163,25.1100,62.4876,25.8722,66.4229,27.6064
88.5517,41.6085,80.8672,41.0960,83.0653,42.6249,75.7935,40.3742,95.5125,41.8786,89.9616,40.7170,86.7569,40.8992,94.2246,41.7964,75.7935,40.3742,95.5342,41.8635,90.5037,43.5409,90.9280,44.2913,91.3683,43.4526,83.5663,42.8714,89.7627,42.7257,86.6912,43.0951,75.2348,32.9150,65.0661,28.3379,65.0733,29.1610,69.2769,29.1919,58.0304,28.0382,67.7219,27.7948,63.4721,28.2449,71.8298,30.7870,61.7628,27.9170,67.1211,30.5272,65.7717,30.7288,51.0171,26.7875,64.1636,30.9936,55.2506,27.0389,64.5429,27.8738,68.4816,29.7305
91.4970,44.5964,83.7542,44.0143,85.9656,45.6658,78.7078,43.2603,98.5071,44.8786,92.8828,43.6306,89.6740,43.8298,97.1786,44.7953,78.7078,43.2603,98.5101,44.8513,93.4910,46.6410,93.8983,47.4413,94.3487,46.5495,86.5215,45.9205,92.7358,45.7927,89.6011,46.1548,77.2803,35.2365,67.1047,30.3679,67.1216,31.2439,71.3420,31.2774,60.0330,30.0419,69.7249,29.8039,65.4945,30.2690,74.0054,33.0093,63.7555,29.9062,69.1711,32.6968,67.8885,32.9401,52.8866,28.6724,66.2171,33.2018,57.1892,28.9643,66.6044,29.8825,70.5485,31.8608
94.4363,47.5826,86.6401,46.9326,88.8634,48.7065,81.6230,46.1372,101.5048,47.8790,95.8035,46.5461,92.5956,46.7578,100.1338,47.7906,81.6230,46.1372,101.4895,47.8557,96.4792,49.7303,96.8677,50.5947,97.3263,49.6504,89.4764,48.9678,95.7151,48.8392,92.5066,49.2176,79.3298,37.5491,69.1366,32.3988,69.1760,33.3311,73.3964,33.3724,62.0288,32.0429,71.7279,31.8069,67.5146,32.2924,76.1763,35.2364,65.7346,31.8979,71.2265,34.8655,70.0066,35.1513,54.7450,30.5644,68.2686,35.4054,59.1256,30.8887,68.6721,31.8861,72.6142,33.9873
97.3838,50.5717,89.5191,49.8569,91.7643,51.7430,84.5363,49.0099,104.4928,50.8762,98.7284,49.4568,95.5204,49.6838,103.0914,50.7943,84.5363,49.0099,104.4842,50.8556,99.4634,52.8256,99.8374,53.7402,100.3085,52.7472,92.4296,52.0028,98.6851,51.9124,95.4086,52.2787,81.3734,39.8505,71.1686,34.4262,71.2226,35.4222,75.4532,35.4638,64.0241,34.0495,73.7315,33.8182,69.5368,34.3169,78.3497,37.4676,67.7130,33.8866,73.2766,37.0367,72.1160,37.3623,56.6076,32.4532,70.3150,37.5998,61.0573,32.8186,70.7469,33.9075,74.6775,36.1230
100.3295,53.5536,92.3923,52.7827,94.6617,54.7761,87.4441,51.8779,107.4837,53.8914,101.6587,52.3687,98.4506,52.6176,106.0431,53.7885,87.4441,51.8779,107.4818,53.8560,102.4466,55.9246,102.8088,56.8850,103.2846,55.8466,95.3849,55.0446,101.6561,54.9704,98.3221,55.3381,83.4147,42.1594,73.1962,36.4577,73.2800,37.5105,77.5080,37.5582,66.0191,36.0477,75.7312,35.8326,71.5636,36.3395,80.5112,39.7012,69.6893,35.8769,75.3278,39.2137,74.2284,39.5801,58.4697,34.3347,72.3564,39.8003,62.9914,34.7415,72.8165,35.9263,76.7441,38.2476
103.2770,56.5407,95.2609,55.7069,97.5590,57.8011,90.3619,54.7447,110.4680,56.8327,104.5909,55.2989,101.3792,55.5471,109.0166,56.7889,90.3619,54.7447,110.4698,56.8532,105.4336,59.0280,105.7780,60.0338,106.2645,58.9460,98.3404,58.0798,104.6239,58.0418,101.2451,58.3937,85.4556,44.4568,75.2280,38.4792,75.3275,39.5967,79.5592,39.6581,68.0758,38.0510,77.7283,37.8405,73.5866,38.3639,82.6731,41.9378,71.6610,37.8679,77.3830,41.3800,76.3375,41.8019,60.3374,36.2091,74.3954,41.9909,64.9213,36.6729,74.8838,37.9470,78.8184,40.3750
106.2326,59.5246,98.1266,58.6295,100.4605,60.8251,93.2730,57.6201,113.4435,59.8353,107.5287,58.2284,104.3058,58.4817,111.9843,59.7907,93.2730,57.6201,113.4608,59.8684,108.4260,62.1249,108.7617,63.1864,109.2490,62.0421,101.2947,61.1218,107.5906,61.1091,104.1792,61.4494,87.4986,46.7471,77.2553,40.5031,77.3802,41.6860,81.6140,41.7586,70.0642,40.0584,79.7241,39.8504,75.6081,40.3867,84.8343,44.1727,73.6308,39.8597,79.4302,43.5533,78.4430,44.0259,62.1950,38.0861,76.4254,44.1832,66.8510,38.5969,76.9471,39.9698,80.8882,42.4980
