38.1564,0.0000,38.1893,0.0000,36.1037,0.0000,38.0282,0.0000,36.6760,0.0000,37.6120,0.0000,37.4582,0.0000,39.5144,0.0000,33.7156,0.0000,37.1352,0.0000,37.4389,0.0000,36.9772,0.0000,33.7448,0.0000,44.5283,0.0000,37.5438,0.0000,37.1700,0.0000,30.4457,0.0000,31.1997,0.0000,33.7641,0.0000,43.2631,0.0000,33.6927,0.0000,31.7492,0.0000,24.0918,0.0000,29.7169,0.0000,30.3546,0.0000,31.7702,0.0000,29.3053,0.0000,31.5034,0.0000,32.7919,0.0000,28.3563,0.0000,29.5231,0.0000,34.0577,0.0000,25.1239,0.0000,24.7322,0.0000,25.9623,0.0000,27.2591,0.0000,23.3701,0.0000,25.4050,0.0000,29.3903,0.0000,21.6185,0.0000,23.0418,0.0000,25.6150,0.0000,27.8342,0.0000,29.1934,0.0000,24.2358,0.0000,24.3952,0.0000,25.3012,0.0000,23.4761,0.0000
41.0828,2.8927,41.0979,2.9594,39.0555,2.8713,40.9376,3.0437,39.6283,2.9275,40.5410,2.9914,40.3697,2.9515,42.4831,2.9912,36.6158,2.9574,40.0775,2.9039,40.3288,2.9920,39.8685,2.9566,36.6341,2.9240,47.5699,3.1882,40.5249,3.0525,40.1071,2.8270,32.4897,2.0533,33.2075,2.0150,35.7926,2.0415,45.3672,2.2550,35.7592,2.1718,33.7951,2.0999,26.0763,1.9162,31.7453,1.9657,32.3789,2.0551,33.7976,2.1137,31.3205,2.0493,33.5861,2.1187,34.8024,1.9569,30.3795,2.0599,31.5641,2.0920,36.0519,2.1339,26.6843,1.6430,26.2963,1.4665,27.4681,1.5819,28.9405,1.7394,24.9543,1.6074,26.9942,1.6498,31.0210,1.7103,23.1705,1.5793,24.6295,1.6996,27.2167,1.5305,29.4920,1.7673,30.7271,1.5685,25.7398,1.4868,25.9536,1.5384,26.7522,1.5257,25.0254,1.6359
44.0172,5.7855,44.0047,5.9157,42.0077,5.7433,43.8465,6.0821,42.5832,5.8615,43.4653,5.9781,43.2831,5.8965,45.4539,5.9868,39.5117,5.9132,43.0185,5.8123,43.2157,5.9813,42.7672,5.9072,39.5210,5.8431,50.6088,6.3782,43.5046,6.1019,43.0441,5.6605,34.5361,4.1051,35.2215,4.0296,37.8208,4.0846,47.4755,4.5144,37.8252,4.3389,35.8410,4.1944,28.0619,3.8274,33.7815,3.9346,34.4078,4.1106,35.8215,4.2226,33.3338,4.1014,35.6678,4.2368,36.8178,3.9164,32.4002,4.1182,33.6252,4.1853,38.0502,4.2593,28.2482,3.3133,27.8338,2.9324,28.9581,3.1652,30.6410,3.4810,26.5382,3.2180,28.5832,3.3128,32.6522,3.4078,24.7362,3.1517,26.2197,3.3128,28.8264,3.0826,31.1491,3.5375,32.2731,3.1247,27.2454,2.9493,27.5110,3.0960,28.1785,3.0434,26.5921,3.2674
46.9441,8.6755,46.9108,8.8678,44.9591,8.6185,46.7501,9.1168,45.5360,8.7986,46.3876,8.9574,46.1947,8.8464,48.4178,8.9846,42.4062,8.8631,45.9501,8.7194,46.1066,8.9712,45.6696,8.8523,42.4077,8.7598,53.6469,9.5710,46.4833,9.1497,45.9764,8.4916,36.5849,6.1496,37.2325,6.0438,39.8480,6.1341,49.5875,6.7739,39.8961,6.4953,37.8891,6.2844,30.0554,5.7406,35.8196,5.9107,36.4341,6.1600,37.8425,6.3256,35.3399,6.1462,37.7526,6.3462,38.8370,5.8816,34.4177,6.1794,35.6886,6.2817,40.0529,6.3704,29.8123,4.9906,29.4115,4.3588,30.4399,4.7527,32.3568,5.2178,28.1250,4.8266,30.1742,4.9645,34.2787,5.1115,26.2950,4.7105,27.8082,4.9506,30.4385,4.6220,32.8026,5.3054,33.8462,4.6625,28.7704,4.4160,29.0737,4.6450,29.5776,4.5419,28.1818,4.9003
49.8729,11.5670,49.8208,11.8198,47.9119,11.4965,49.6532,12.1486,48.4868,11.7395,49.3120,11.9393,49.1087,11.8012,51.3864,11.9808,45.3012,11.8139,48.8765,11.6244,48.9949,11.9600,48.5719,11.8020,45.2928,11.6729,56.6834,12.7669,49.4581,12.1969,48.9179,11.3212,38.6312,8.1910,39.2440,8.0621,41.8740,8.1857,51.6948,9.0354,41.9620,8.6447,39.9380,8.3716,32.0553,7.6610,37.8594,7.8818,38.4579,8.2166,39.8629,8.4280,37.3456,8.1903,39.8407,8.4600,40.8570,7.8503,36.4328,8.2392,37.7489,8.3777,42.0614,8.4799,31.3850,6.6181,30.9664,5.8232,31.9331,6.3258,34.0895,6.9525,29.7114,6.4324,31.7606,6.6155,35.8895,6.8187,27.8494,6.3007,29.4040,6.5552,32.0621,6.1645,34.4576,7.0674,35.4301,6.1957,30.3224,5.8903,30.6441,6.1950,30.9915,6.0546,29.7725,6.5523
52.7963,14.4530,52.7281,14.7701,50.8674,14.3795,52.5601,15.1799,51.4323,14.6843,52.2348,14.9221,52.0228,14.7510,54.3541,14.9744,48.1983,14.7608,51.8013,14.5345,51.8873,14.9427,51.4733,14.7421,48.1793,14.5835,59.7180,15.9676,52.4330,15.2394,51.8633,14.1510,40.6825,10.2298,41.2524,10.0773,43.8987,10.2369,53.7961,11.2960,44.0217,10.7852,41.9900,10.4638,34.0587,9.5839,39.9001,9.8707,40.4859,10.2848,41.8860,10.5246,39.3491,10.2371,41.9311,10.5696,42.8795,9.8194,38.4408,10.2801,39.8110,10.4742,44.0775,10.5952,32.9281,8.2131,32.4928,7.2854,33.4268,7.9154,35.8089,8.6947,31.2945,8.0338,33.3541,8.2613,37.4917,8.5186,29.4074,7.9557,31.0031,8.1803,33.6975,7.6979,36.1066,8.8425,37.0149,7.7216,31.8798,7.3377,32.2142,7.7496,32.4162,7.5612,31.3599,8.2047
55.7247,17.3380,55.6357,17.7196,53.8244,17.2671,55.4683,18.2055,54.3761,17.6292,55.1620,17.9013,54.9408,17.7021,57.3227,17.9788,51.0959,17.7042,54.7269,17.4458,54.7768,17.9257,54.3741,17.6876,51.0667,17.4936,62.7492,19.1710,55.4041,18.2824,54.8049,16.9843,42.7296,12.2760,43.2578,12.0941,45.9231,12.2885,55.8963,13.5628,46.0819,12.9237,44.0395,12.5589,36.0671,11.5073,41.9516,11.8570,42.5122,12.3536,43.9105,12.6174,41.3585,12.2834,44.0261,12.6766,44.9046,11.7931,40.4448,12.3225,41.8622,12.5763,46.0895,12.7085,34.5023,9.8764,34.0145,8.7597,34.9158,9.4999,37.5266,10.4383,32.8749,9.6306,34.9471,9.9151,39.1012,10.2086,30.9650,9.5387,32.6041,9.7051,35.3423,9.2482,37.7503,10.6174,38.6025,9.2577,33.4588,8.7806,33.7832,9.2921,33.8460,9.0390,32.9515,9.8507
58.6483,20.2168,58.5421,20.6694,56.7840,20.1563,58.3739,21.2314,57.3214,20.5724,58.0920,20.8797,57.8615,20.6538,60.2822,20.9801,53.9933,20.6447,57.6537,20.3568,57.6689,20.9064,57.2698,20.6360,53.9530,20.4056,65.7766,22.3727,58.3747,21.3241,57.7524,19.8140,44.7835,14.3236,45.2578,14.1120,47.9471,14.3401,57.9866,15.8251,48.1405,15.0596,46.0833,14.6492,38.0850,13.4354,44.0115,13.8428,44.5524,14.4276,45.9361,14.7075,43.3729,14.3261,46.1296,14.7785,46.9270,13.7703,42.4486,14.3608,43.9023,14.6708,48.1023,14.8200,36.0793,11.5338,35.5795,10.2250,36.3967,11.0534,39.2196,12.1762,34.4528,11.2279,36.5390,11.5474,40.7168,11.8886,32.5274,11.1206,34.2107,11.3351,36.9886,10.7930,39.3821,12.3820,40.1627,10.7937,35.0303,10.2486,35.3475,10.8295,35.2795,10.5122,34.5384,11.4948
61.5812,23.1058,61.4506,23.6191,59.7448,23.0497,61.2836,24.2566,60.2654,23.5135,61.0219,23.8627,60.7809,23.6005,63.2439,23.9736,56.8901,23.5910,60.5904,23.2718,60.5579,23.8836,60.1557,23.5922,56.8371,23.3170,68.7984,25.5722,61.3426,24.3611,60.7141,22.6509,46.8341,16.3687,47.2522,16.1290,49.9699,16.3892,60.0767,18.0979,50.1955,17.1934,48.1240,16.7398,40.1048,15.3659,46.0731,15.8337,46.5885,16.5010,47.9620,16.7957,45.3992,16.3664,48.2243,16.8865,48.9533,15.7537,44.4535,16.3897,45.9462,16.7453,50.1134,16.9335,37.6562,13.1564,37.1138,11.7453,37.8639,12.6015,40.8931,13.9170,36.0295,12.8337,38.1282,13.1858,42.3314,13.5667,34.0874,12.7511,35.8219,12.9455,38.6309,12.3523,41.0072,14.1414,41.6810,12.3318,36.5956,11.7153,36.9058,12.3778,36.7321,11.9881,36.0949,13.1442
64.5098,25.9930,64.3527,26.5672,62.7051,25.9426,64.1898,27.2797,63.2115,26.4564,63.9504,26.8467,63.6993,26.5390,66.2013,26.9675,59.7857,26.5356,63.5337,26.1921,63.4514,26.8565,63.0365,26.5390,59.7204,26.2289,71.8161,28.7712,64.3106,27.3953,63.6652,25.4916,48.8828,18.4129,49.2390,18.1439,51.9926,18.4400,62.1696,20.3677,52.2487,19.3203,50.1624,18.8346,42.1258,17.2929,48.1353,17.8234,48.6222,18.5779,49.9896,18.8765,47.4294,18.4063,50.3110,18.9963,50.9799,17.7402,46.4623,18.4089,47.9903,18.8070,52.1224,19.0407,39.2206,14.8110,38.6689,13.2843,39.3187,14.1554,42.5482,15.6606,37.6084,14.4456,39.7335,14.8176,43.9534,15.2392,35.6541,14.3451,37.4362,14.5652,40.2710,13.9256,42.6156,15.8993,43.1803,13.8701,38.1572,13.1578,38.4595,13.9285,38.1882,13.4527,37.6610,14.7363
