29.1185,29.2632,29.1302,29.0852,29.0776,29.5180,29.1021,29.0935,29.1140,29.5225,29.0809,29.2892,29.1138,29.1155,29.0636,29.6868,29.0971,29.0021,29.0305,29.4230,29.0812,28.8989,29.0550,28.9131,29.2132,28.8936,29.1609,30.4154,29.2327,29.8118,29.1889,29.3710,20.3279,20.4395,20.0505,20.0785,20.0154,20.2854,20.1421,21.0408,20.2435,20.6646,20.3473,20.4581,20.1438,19.8456,20.3482,20.2834,20.2049,20.2435,20.1063,20.2733,20.2328,20.1527,20.8068,20.8263,20.1477,20.1043,20.1432,20.2315,20.1640,20.4098,20.1112,19.9420,15.8678,15.6037,15.3335,15.6404,15.6486,15.0576,15.5489,16.8136,15.7227,15.8421,15.5219,15.8915,15.6743,16.3067,15.7184,15.5206,15.9054,15.8764,15.8583,16.0167,16.2033,16.5782,15.5283,15.3377,15.4644,15.0404,15.5601,15.5843,15.2305,14.5093,15.7195,15.4934
29.1213,29.3039,29.1227,29.0768,29.0828,29.5199,29.1004,29.0914,29.1184,29.5357,29.0829,29.2663,29.1158,29.1247,29.0603,29.6978,29.1010,28.9805,29.0297,29.4163,29.0758,28.8840,29.0523,28.9499,29.2163,28.8810,29.1543,30.4026,29.2339,29.8042,29.1929,29.3705,20.3309,20.4516,20.0457,20.1093,20.0226,20.2834,20.1513,21.0619,20.2380,20.6624,20.3435,20.4589,20.1433,19.8505,20.3463,20.3231,20.2111,20.2662,20.0964,20.2561,20.2191,20.1425,20.8049,20.8217,20.1428,20.1295,20.1364,20.2193,20.1656,20.5104,20.1167,19.9626,15.8450,15.6211,15.3218,15.5078,15.6468,14.9787,15.5663,16.9093,15.7338,15.8408,15.5182,15.8909,15.6669,16.3094,15.7085,15.5886,15.8779,15.8895,15.8839,16.0570,16.2006,16.5749,15.4992,15.3985,15.4111,15.0478,15.5602,15.5793,15.2165,14.3863,15.6592,15.5801
29.1242,29.3065,29.1131,29.0647,29.0994,29.5179,29.1007,29.0625,29.1332,29.5385,29.0829,29.2332,29.1176,29.1248,29.0541,29.6739,29.1123,28.9519,29.0293,29.3627,29.0676,28.8891,29.0489,29.0056,29.2296,28.8680,29.1391,30.3854,29.2300,29.7920,29.2042,29.3466,20.3342,20.4762,20.0325,20.1250,20.0454,20.2768,20.1550,21.1017,20.2255,20.6844,20.3283,20.4702,20.1441,19.8953,20.3435,20.3715,20.2195,20.2757,20.0779,20.2247,20.1932,20.0967,20.7981,20.8326,20.1320,20.1730,20.1252,20.1909,20.1759,20.6227,20.1219,20.0051,15.7856,15.6399,15.3192,15.5760,15.6602,14.8590,15.6106,17.0816,15.7505,15.8537,15.5124,15.9002,15.6629,16.2882,15.7034,15.6222,15.8346,15.8938,15.9311,16.1090,16.1933,16.5529,15.4635,15.5956,15.3474,15.1528,15.5551,15.6006,15.2036,14.1273,15.5341,15.7817
29.1337,29.2786,29.1109,29.0803,29.1249,29.5211,29.1065,29.0336,29.1551,29.5183,29.0810,29.2333,29.1150,29.1279,29.0535,29.6624,29.1223,28.9475,29.0314,29.2901,29.0632,28.8962,29.0552,29.0239,29.2525,28.8593,29.1197,30.3725,29.2183,29.7675,29.2097,29.3691,20.3284,20.4759,20.0168,20.1125,20.0758,20.2664,20.1355,21.0965,20.2245,20.6840,20.3100,20.4851,20.1459,19.9673,20.3380,20.3892,20.2188,20.2505,20.0631,20.2072,20.1733,20.0590,20.8093,20.8645,20.1212,20.1960,20.1179,20.1629,20.1901,20.6185,20.1230,20.0559,15.7023,15.6840,15.3824,15.6633,15.6934,14.8750,15.6737,17.2429,15.7627,15.8658,15.5197,15.8872,15.6698,16.1862,15.7275,15.5660,15.8339,15.9214,15.9695,16.1782,16.1822,16.5424,15.4561,15.7854,15.3341,15.3849,15.5465,15.6655,15.1958,14.0650,15.4246,15.9017
29.1451,29.2610,29.1134,29.0863,29.1387,29.5415,29.1090,29.0500,29.1778,29.4815,29.0833,29.2362,29.1089,29.1407,29.0559,29.6812,29.1282,28.9606,29.0380,29.2563,29.0581,28.9034,29.0674,29.0185,29.2705,28.8578,29.1048,30.3554,29.2083,29.7482,29.2181,29.4348,20.3146,20.4877,20.0119,20.0996,20.1022,20.2535,20.1133,21.0429,20.2466,20.6279,20.3019,20.5047,20.1468,20.0167,20.3318,20.4028,20.2050,20.2588,20.0530,20.2176,20.1597,20.0460,20.8420,20.8927,20.1114,20.2125,20.1129,20.1157,20.1913,20.6120,20.1201,20.1227,15.6161,15.5788,15.4809,15.4064,15.7116,14.9344,15.7091,17.2607,15.7679,15.8475,15.5529,15.8997,15.6757,16.0651,15.7673,15.5620,15.8751,15.9744,16.0133,16.2951,16.1757,16.5201,15.4408,15.8433,15.3565,15.5469,15.5483,15.7022,15.1531,14.1931,15.3785,15.8906
29.1554,29.2586,29.1157,29.0747,29.1356,29.5624,29.1080,29.0755,29.1935,29.4465,29.0841,29.2503,29.0994,29.1603,29.0654,29.6814,29.1365,28.9737,29.0473,29.2518,29.0483,28.9091,29.0737,29.0109,29.2733,28.8696,29.0992,30.3292,29.2008,29.7298,29.2245,29.4353,20.2986,20.4917,20.0179,20.0687,20.1239,20.2451,20.1010,21.0075,20.2690,20.5993,20.3011,20.5072,20.1520,20.0587,20.3344,20.4612,20.1853,20.2713,20.0505,20.2382,20.1542,20.0649,20.8608,20.9269,20.1017,20.2378,20.1097,20.0602,20.1817,20.5667,20.1130,20.1403,15.5480,15.5868,15.5455,15.2403,15.6979,14.9138,15.7000,17.1853,15.7506,15.8177,15.6066,15.9323,15.6857,16.0586,15.7880,15.5778,15.9289,16.0006,16.0411,16.4010,16.1741,16.4631,15.4162,15.8618,15.4247,15.6823,15.5569,15.6953,15.0983,14.2725,15.3819,15.8951
29.1622,29.2600,29.1143,29.0701,29.1175,29.5830,29.1097,29.0693,29.1931,29.4457,29.0842,29.2857,29.0862,29.1934,29.0825,29.6405,29.1400,28.9752,29.0570,29.2617,29.0411,28.9082,29.0704,28.9823,29.2648,28.8685,29.0943,30.2928,29.1858,29.7086,29.2010,29.4452,20.2790,20.5052,20.0257,20.0270,20.1364,20.2424,20.0966,20.9524,20.2739,20.5941,20.2983,20.4665,20.1609,20.1312,20.3421,20.5568,20.1702,20.3330,20.0574,20.2504,20.1614,20.1192,20.8696,20.9925,20.0931,20.2376,20.0999,20.0391,20.1810,20.4565,20.1208,20.1241,15.5013,15.7561,15.5845,15.4335,15.6591,14.8498,15.6738,17.0535,15.7175,15.7916,15.6624,15.9244,15.6973,16.1257,15.7809,15.6004,15.9941,16.0379,16.0534,16.4555,16.1730,16.3775,15.4277,15.7391,15.4833,15.7527,15.5599,15.6666,15.0824,14.3163,15.3989,15.8923
29.1603,29.2825,29.1189,29.0745,29.0933,29.6021,29.1087,29.0765,29.1815,29.4464,29.0864,29.2992,29.0729,29.2006,29.0957,29.6060,29.1310,28.9707,29.0551,29.3179,29.0436,28.9056,29.0504,28.9081,29.2473,28.8516,29.0892,30.2458,29.1642,29.6928,29.1753,29.5456,20.2580,20.5224,20.0361,19.9720,20.1347,20.2344,20.1035,20.9021,20.2699,20.5683,20.2887,20.4226,20.1659,20.1890,20.3492,20.6075,20.1544,20.3816,20.0679,20.2574,20.1638,20.2034,20.8890,20.9912,20.0891,20.2436,20.0831,20.0433,20.1897,20.4200,20.1552,20.1199,15.4779,15.7691,15.6144,15.4966,15.5893,14.7402,15.6297,16.8325,15.6843,15.7730,15.7026,15.9056,15.6991,16.1512,15.7604,15.6121,16.0500,16.0891,16.0875,16.4430,16.1733,16.2849,15.4786,15.3926,15.4807,15.6842,15.5705,15.6132,15.1175,14.4306,15.4311,15.7172
29.1560,29.3077,29.1340,29.0532,29.0741,29.6054,29.1019,29.0793,29.1612,29.4502,29.0871,29.2921,29.0611,29.1888,29.0959,29.5958,29.1185,28.9616,29.0278,29.4001,29.0493,28.9125,29.0203,28.8337,29.2197,28.8373,29.0910,30.1976,29.1507,29.6798,29.1668,29.5643,20.2409,20.4967,20.0485,19.9056,20.1233,20.2271,20.1193,20.9153,20.2656,20.5411,20.2771,20.3955,20.1661,20.2042,20.3538,20.6192,20.1337,20.3485,20.0798,20.2674,20.1478,20.2825,20.9055,20.9067,20.0905,20.2644,20.0690,20.0683,20.2083,20.4398,20.2087,20.1004,15.4889,15.7063,15.6166,15.4471,15.4791,14.6099,15.5720,16.6429,15.6470,15.7781,15.7152,15.9726,15.6994,16.1827,15.7233,15.6331,16.0483,16.1275,16.1206,16.4119,16.1677,16.1676,15.5077,15.0878,15.4456,15.6345,15.5858,15.5602,15.1771,14.5435,15.4457,15.6130
29.1451,29.3146,29.1514,29.0247,29.0801,29.6016,29.0984,29.0528,29.1403,29.4711,29.0863,29.2707,29.0487,29.1880,29.0882,29.5645,29.1113,28.9439,29.0010,29.4483,29.0521,28.9285,29.0023,28.7985,29.1924,28.8238,29.0958,30.1571,29.1484,29.6792,29.1540,29.5240,20.2351,20.4935,20.0585,19.8710,20.1057,20.2235,20.1295,20.9038,20.2657,20.5329,20.2667,20.3308,20.1643,20.2258,20.3522,20.6279,20.1119,20.3187,20.0952,20.2651,20.1178,20.3182,20.9136,20.8401,20.0923,20.2754,20.0598,20.1149,20.2286,20.4084,20.2736,20.0860,15.5011,15.7688,15.5965,15.6145,15.3533,14.5344,15.5023,16.5889,15.6102,15.7744,15.7043,16.0104,15.7087,16.2628,15.6825,15.6330,16.0096,16.1437,16.1141,16.3368,16.1447,16.0335,15.4976,15.0047,15.4283,15.6530,15.5873,15.5361,15.2680,14.4686,15.4097,15.6717
